# Observation File: surface_flux-cycle.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface-flux-cycle
# Region: surface outlet
# Functional: extensive integral
# Variable: surface_star-water_flux
# Number of Vectors: 1
# =============================================================================
"time [s]" "surface-flux-cycle"
9.806400000000e+06 0.000000000000e+00
9.849600000000e+06 0.000000000000e+00
9.892800000000e+06 0.000000000000e+00
9.936000000000e+06 0.000000000000e+00
9.979200000000e+06 0.000000000000e+00
1.002240000000e+07 0.000000000000e+00
1.006560000000e+07 0.000000000000e+00
1.010880000000e+07 0.000000000000e+00
1.015200000000e+07 0.000000000000e+00
1.019520000000e+07 0.000000000000e+00
1.023840000000e+07 0.000000000000e+00
1.028160000000e+07 0.000000000000e+00
1.032480000000e+07 0.000000000000e+00
1.036800000000e+07 0.000000000000e+00
1.041120000000e+07 0.000000000000e+00
1.045440000000e+07 0.000000000000e+00
1.049760000000e+07 0.000000000000e+00
1.054080000000e+07 0.000000000000e+00
1.058400000000e+07 0.000000000000e+00
1.062720000000e+07 0.000000000000e+00
1.067040000000e+07 0.000000000000e+00
1.071360000000e+07 0.000000000000e+00
1.075680000000e+07 0.000000000000e+00
1.080000000000e+07 0.000000000000e+00
1.084320000000e+07 0.000000000000e+00
1.088640000000e+07 0.000000000000e+00
1.092960000000e+07 0.000000000000e+00
1.097280000000e+07 0.000000000000e+00
1.101600000000e+07 0.000000000000e+00
1.105920000000e+07 0.000000000000e+00
1.110240000000e+07 0.000000000000e+00
1.114560000000e+07 0.000000000000e+00
1.118880000000e+07 0.000000000000e+00
1.123200000000e+07 0.000000000000e+00
1.127520000000e+07 0.000000000000e+00
1.131840000000e+07 0.000000000000e+00
1.136160000000e+07 0.000000000000e+00
1.140480000000e+07 0.000000000000e+00
1.144800000000e+07 0.000000000000e+00
1.149120000000e+07 0.000000000000e+00
1.153440000000e+07 0.000000000000e+00
1.157760000000e+07 0.000000000000e+00
1.162080000000e+07 0.000000000000e+00
1.166400000000e+07 0.000000000000e+00
1.170720000000e+07 0.000000000000e+00
1.175040000000e+07 0.000000000000e+00
1.179360000000e+07 0.000000000000e+00
1.183680000000e+07 0.000000000000e+00
1.188000000000e+07 0.000000000000e+00
1.192320000000e+07 0.000000000000e+00
1.196640000000e+07 0.000000000000e+00
1.200960000000e+07 0.000000000000e+00
1.205280000000e+07 0.000000000000e+00
1.209600000000e+07 0.000000000000e+00
1.213920000000e+07 0.000000000000e+00
1.218240000000e+07 0.000000000000e+00
1.222560000000e+07 0.000000000000e+00
1.226880000000e+07 0.000000000000e+00
1.231200000000e+07 0.000000000000e+00
1.235520000000e+07 0.000000000000e+00
1.239840000000e+07 0.000000000000e+00
1.244160000000e+07 0.000000000000e+00
1.248480000000e+07 0.000000000000e+00
1.252800000000e+07 0.000000000000e+00
1.257120000000e+07 0.000000000000e+00
1.261440000000e+07 0.000000000000e+00
1.265760000000e+07 0.000000000000e+00
1.270080000000e+07 0.000000000000e+00
1.274400000000e+07 0.000000000000e+00
1.278720000000e+07 0.000000000000e+00
1.283040000000e+07 0.000000000000e+00
1.287360000000e+07 0.000000000000e+00
1.291680000000e+07 0.000000000000e+00
1.296000000000e+07 0.000000000000e+00
