# Observation File: surface_outlet_flux.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface outlet flux
# Region: surface outlet
# Functional: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# =============================================================================
"time [s]" "surface outlet flux"
5.400000000000e+03 1.886164609138e+03
5.460000000000e+03 1.942636356421e+03
5.520000000000e+03 1.999954124332e+03
5.580000000000e+03 2.058104953874e+03
5.640000000000e+03 2.117070487928e+03
5.700000000000e+03 2.176827220222e+03
5.760000000000e+03 2.237346773544e+03
5.820000000000e+03 2.298596203304e+03
5.880000000000e+03 2.360538322762e+03
5.940000000000e+03 2.423132046404e+03
6.000000000000e+03 2.486332748062e+03
6.060000000000e+03 2.550092628356e+03
6.120000000000e+03 2.614361087848e+03
6.180000000000e+03 2.679085131272e+03
6.240000000000e+03 2.744209725612e+03
6.300000000000e+03 2.809678191039e+03
6.360000000000e+03 2.875432579174e+03
6.420000000000e+03 2.941414042977e+03
6.480000000000e+03 3.007563196448e+03
6.540000000000e+03 3.073820461616e+03
6.600000000000e+03 3.140126400395e+03
6.660000000000e+03 3.206422029270e+03
6.720000000000e+03 3.272649114939e+03
6.780000000000e+03 3.338750449394e+03
6.840000000000e+03 3.404670103209e+03
6.900000000000e+03 3.470353656079e+03
6.960000000000e+03 3.535748403977e+03
7.020000000000e+03 3.600803542599e+03
7.080000000000e+03 3.665470327020e+03
7.140000000000e+03 3.729702207799e+03
7.200000000000e+03 3.793454943958e+03
7.260000000000e+03 3.856686693520e+03
7.320000000000e+03 3.919358082507e+03
7.380000000000e+03 3.981432253398e+03
7.440000000000e+03 4.042874894261e+03
7.500000000000e+03 4.103654249845e+03
7.560000000000e+03 4.163741115997e+03
7.620000000000e+03 4.223108818852e+03
7.680000000000e+03 4.281733180268e+03
7.740000000000e+03 4.339592470960e+03
7.800000000000e+03 4.396667352804e+03
7.860000000000e+03 4.452940811764e+03
7.920000000000e+03 4.508398082791e+03
7.980000000000e+03 4.563026568062e+03
8.040000000000e+03 4.616815749785e+03
8.100000000000e+03 4.669757098773e+03
8.160000000000e+03 4.721843979878e+03
8.220000000000e+03 4.773071555276e+03
8.280000000000e+03 4.823436686565e+03
8.340000000000e+03 4.872937836446e+03
8.400000000000e+03 4.921574970789e+03
8.460000000000e+03 4.969349461687e+03
8.520000000000e+03 5.016263992090e+03
8.580000000000e+03 5.062322462497e+03
8.640000000000e+03 5.107529900135e+03
8.700000000000e+03 5.151892370939e+03
8.760000000000e+03 5.195416894637e+03
8.820000000000e+03 5.238111363134e+03
8.880000000000e+03 5.279984462363e+03
8.940000000000e+03 5.321045608631e+03
9.000000000000e+03 5.361304843200e+03
9.060000000000e+03 5.400772801776e+03
9.120000000000e+03 5.439460637780e+03
9.180000000000e+03 5.477379962462e+03
9.240000000000e+03 5.514542788616e+03
9.300000000000e+03 5.550961477798e+03
9.360000000000e+03 5.586648690956e+03
9.420000000000e+03 5.621617342382e+03
9.480000000000e+03 5.655880556852e+03
9.540000000000e+03 5.689451629824e+03
9.600000000000e+03 5.722343990585e+03
9.660000000000e+03 5.754571168190e+03
9.720000000000e+03 5.786146760060e+03
9.780000000000e+03 5.817084403112e+03
9.840000000000e+03 5.847397747271e+03
9.900000000000e+03 5.877100431260e+03
9.960000000000e+03 5.906206060484e+03
1.002000000000e+04 5.934728186949e+03
1.008000000000e+04 5.962680291040e+03
1.014000000000e+04 5.990075765076e+03
1.020000000000e+04 6.016927898512e+03
1.026000000000e+04 6.043249864708e+03
1.032000000000e+04 6.069054709134e+03
1.038000000000e+04 6.094355338960e+03
1.044000000000e+04 6.119164513904e+03
1.050000000000e+04 6.143494838292e+03
1.056000000000e+04 6.167358754255e+03
1.062000000000e+04 6.190768535976e+03
1.068000000000e+04 6.213736284948e+03
1.074000000000e+04 6.236273926186e+03
1.080000000000e+04 6.258393205368e+03
1.086000000000e+04 6.280105686824e+03
1.092000000000e+04 6.301422752384e+03
1.098000000000e+04 6.322355601061e+03
1.104000000000e+04 6.342915249528e+03
1.110000000000e+04 6.363112533433e+03
1.116000000000e+04 6.382958109532e+03
1.122000000000e+04 6.402462458675e+03
1.128000000000e+04 6.421635889720e+03
1.134000000000e+04 6.440488544416e+03
1.140000000000e+04 6.459030403384e+03
1.146000000000e+04 6.477271293418e+03
1.152000000000e+04 6.495220896326e+03
1.158000000000e+04 6.512888759868e+03
1.164000000000e+04 6.530284312586e+03
1.170000000000e+04 6.547416881075e+03
1.176000000000e+04 6.564295717114e+03
1.182000000000e+04 6.580930027128e+03
1.188000000000e+04 6.597328980781e+03
1.194000000000e+04 6.613501761115e+03
1.200000000000e+04 6.629457524525e+03
1.206000000000e+04 6.186069262210e+03
1.212000000000e+04 5.806362228445e+03
1.218000000000e+04 5.475643622060e+03
1.224000000000e+04 5.183216693215e+03
1.230000000000e+04 4.921189842146e+03
1.236000000000e+04 4.683669639171e+03
1.242000000000e+04 4.466204613599e+03
1.248000000000e+04 4.265396138220e+03
1.254000000000e+04 4.078622491436e+03
1.260000000000e+04 3.903840811965e+03
1.266000000000e+04 3.739443418379e+03
1.272000000000e+04 3.584152559267e+03
1.278000000000e+04 3.436942647008e+03
1.284000000000e+04 3.296982357733e+03
1.290000000000e+04 3.163591238607e+03
1.296000000000e+04 3.036207020727e+03
1.302000000000e+04 2.914360933908e+03
1.308000000000e+04 2.797659146317e+03
1.314000000000e+04 2.685769182506e+03
1.320000000000e+04 2.578412291078e+03
1.326000000000e+04 2.475361545133e+03
1.332000000000e+04 2.376452948233e+03
1.338000000000e+04 2.281583581976e+03
1.344000000000e+04 2.190794046091e+03
1.350000000000e+04 2.104975544144e+03
1.356000000000e+04 2.024869933961e+03
1.362000000000e+04 1.954835457092e+03
1.368000000000e+04 1.903560347279e+03
1.374000000000e+04 1.860257273908e+03
1.380000000000e+04 1.820499371196e+03
1.386000000000e+04 1.782485403252e+03
1.392000000000e+04 1.745423036035e+03
1.398000000000e+04 1.708952951701e+03
1.404000000000e+04 1.672920832011e+03
1.410000000000e+04 1.637274880041e+03
1.416000000000e+04 1.602015134287e+03
1.422000000000e+04 1.567166798452e+03
1.428000000000e+04 1.532765721763e+03
1.434000000000e+04 1.498850415548e+03
1.440000000000e+04 1.465457734229e+03
1.446000000000e+04 1.432620662820e+03
1.452000000000e+04 1.400367328795e+03
1.458000000000e+04 1.368720722986e+03
1.464000000000e+04 1.337698822262e+03
1.470000000000e+04 1.307314928545e+03
1.476000000000e+04 1.277578112111e+03
1.482000000000e+04 1.248493691877e+03
1.488000000000e+04 1.220063713193e+03
1.494000000000e+04 1.192287400840e+03
1.500000000000e+04 1.165161575882e+03
1.506000000000e+04 1.138681031422e+03
1.512000000000e+04 1.112838866458e+03
1.518000000000e+04 1.087626779364e+03
1.524000000000e+04 1.063035323728e+03
1.530000000000e+04 1.039054129951e+03
1.536000000000e+04 1.015672096156e+03
1.542000000000e+04 9.928775519583e+02
1.548000000000e+04 9.706583983806e+02
1.554000000000e+04 9.490022270010e+02
1.560000000000e+04 9.278964210369e+02
1.566000000000e+04 9.073282408621e+02
1.572000000000e+04 8.872848960783e+02
1.578000000000e+04 8.677536060291e+02
1.584000000000e+04 8.487216504087e+02
1.590000000000e+04 8.301764113522e+02
1.596000000000e+04 8.121054082945e+02
1.602000000000e+04 7.944963265481e+02
1.608000000000e+04 7.773370406269e+02
1.614000000000e+04 7.606156329806e+02
1.620000000000e+04 7.443204089025e+02
1.626000000000e+04 7.284399080905e+02
1.632000000000e+04 7.129629134513e+02
1.638000000000e+04 6.978784574599e+02
1.644000000000e+04 6.831758265349e+02
1.650000000000e+04 6.688445636761e+02
1.656000000000e+04 6.548744696234e+02
1.662000000000e+04 6.412556028272e+02
1.668000000000e+04 6.279782783529e+02
1.674000000000e+04 6.150330659412e+02
1.680000000000e+04 6.024107873304e+02
1.686000000000e+04 5.901025129910e+02
1.692000000000e+04 5.780995583472e+02
1.698000000000e+04 5.663934796490e+02
1.704000000000e+04 5.549760694436e+02
1.710000000000e+04 5.438393518690e+02
1.716000000000e+04 5.329755776982e+02
1.722000000000e+04 5.223772192673e+02
1.728000000000e+04 5.120369652823e+02
1.734000000000e+04 5.019477155634e+02
1.740000000000e+04 4.921025757532e+02
1.746000000000e+04 4.824948520217e+02
1.752000000000e+04 4.731180457601e+02
1.758000000000e+04 4.639658483430e+02
1.764000000000e+04 4.550321358977e+02
1.770000000000e+04 4.463109641701e+02
1.776000000000e+04 4.377965634389e+02
1.782000000000e+04 4.294833335267e+02
1.788000000000e+04 4.213658388946e+02
1.794000000000e+04 4.134388038259e+02
1.800000000000e+04 4.056971077196e+02
