# Observation File: data_collection.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: outlet discharge [mol d^-1]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface_star-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: total evaporation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface_star-evaporative_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow precipitation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface_star-precipitation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface_star-precipitation_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface_star-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface_star-water_content_column
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface_star-water_content_snow
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface air temperature [K]
# Region: surface domain
# Reduction: average
# Variable: surface_star-air_temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface ALT average temperature [K]
# Region: surface domain
# Reduction: average
# Variable: surface_star-alt_avg_temp
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface thaw depth min [m]
# Region: surface domain
# Reduction: minimum
# Variable: surface_star-thaw_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface thaw depth max [m]
# Region: surface domain
# Reduction: maximum
# Variable: surface_star-thaw_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water table [m]
# Region: surface domain
# Reduction: average
# Variable: surface_star-water_table
# Number of Vectors: 1
# =============================================================================
"time [d]","outlet discharge [mol d^-1]","total evaporation [m d^-1]","snow precipitation [m d^-1]","rain precipitation [m d^-1]","surface water content [mol]","subsurface water content [mol]","snow water content [mol]","surface air temperature [K]","surface ALT average temperature [K]","surface thaw depth min [m]","surface thaw depth max [m]","surface water table [m]"
6.300000000000e+01,0.000000000000e+00,-6.318309140317e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365177e+09,3.372365096159e+02,2.483163886704e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.400000000000e+01,0.000000000000e+00,-6.298089044192e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365178e+09,3.425183536807e+02,2.482918264978e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.500000000000e+01,0.000000000000e+00,-6.263089542796e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365179e+09,3.477729788038e+02,2.482688617066e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.600000000000e+01,0.000000000000e+00,-6.230875122871e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365180e+09,3.530027803674e+02,2.483234127920e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.700000000000e+01,0.000000000000e+00,-6.230199662674e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365181e+09,3.582318951799e+02,2.483556720739e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.800000000000e+01,0.000000000000e+00,-6.210815094225e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365182e+09,3.634459679908e+02,2.484182870302e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
6.900000000000e+01,0.000000000000e+00,-6.160112256241e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365183e+09,3.686207270009e+02,2.484910826273e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.000000000000e+01,0.000000000000e+00,-6.115193705582e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365184e+09,3.737607104171e+02,2.485426448365e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.100000000000e+01,0.000000000000e+00,-6.086785414725e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365185e+09,3.788786934240e+02,2.486104022652e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.200000000000e+01,0.000000000000e+00,-6.054743808531e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365186e+09,3.839718400054e+02,2.486549666406e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.300000000000e+01,0.000000000000e+00,-6.015500867672e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365186e+09,3.890345676679e+02,2.487287875105e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.400000000000e+01,0.000000000000e+00,-5.972151809017e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365187e+09,3.940636689221e+02,2.488222992915e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.500000000000e+01,0.000000000000e+00,-5.945890698851e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365187e+09,3.990724124650e+02,2.489344287104e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.600000000000e+01,0.000000000000e+00,-5.902111749561e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365188e+09,4.040472020085e+02,2.490859651122e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.700000000000e+01,0.000000000000e+00,-5.867099575989e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365188e+09,4.089948469764e+02,2.492872061306e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.800000000000e+01,0.000000000000e+00,-5.834844147205e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365189e+09,4.139174957515e+02,2.494592294745e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
7.900000000000e+01,0.000000000000e+00,-5.796533623650e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365189e+09,4.188104401990e+02,2.496552448518e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.000000000000e+01,0.000000000000e+00,-5.775627376026e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365189e+09,4.236871787097e+02,2.498738552889e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.100000000000e+01,0.000000000000e+00,-5.756744598336e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365189e+09,4.285492791178e+02,2.500950598379e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.200000000000e+01,0.000000000000e+00,-5.711239090778e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,4.333760967008e+02,2.502654134038e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.300000000000e+01,0.000000000000e+00,-5.676905044372e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,4.381762950385e+02,2.504441093433e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.400000000000e+01,0.000000000000e+00,-5.657692394853e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,4.429615953714e+02,2.506333700775e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.500000000000e+01,0.000000000000e+00,-5.635177288891e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,4.477294356202e+02,2.508309451322e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.600000000000e+01,0.000000000000e+00,-5.611917922191e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,4.524792389982e+02,2.510755045643e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.700000000000e+01,0.000000000000e+00,-5.584554012626e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.572078205889e+02,2.513552830598e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.800000000000e+01,0.000000000000e+00,-5.553510993598e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.619123309119e+02,2.516197079719e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
8.900000000000e+01,0.000000000000e+00,-5.522440494533e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.665927486062e+02,2.518825782477e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.000000000000e+01,0.000000000000e+00,-5.487483823459e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.712460590959e+02,2.521628701549e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.100000000000e+01,0.000000000000e+00,-5.462543552709e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.758800298679e+02,2.524305152932e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.200000000000e+01,0.000000000000e+00,-5.434826442493e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.804925070889e+02,2.527349777854e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.300000000000e+01,0.000000000000e+00,-5.375443837503e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.850589334874e+02,2.530784339242e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.400000000000e+01,0.000000000000e+00,-5.314489379857e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.895780916190e+02,2.534381211703e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.500000000000e+01,0.000000000000e+00,-5.261363998559e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.940560523599e+02,2.537994527903e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.600000000000e+01,0.000000000000e+00,-5.186742642401e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,4.984761458285e+02,2.541587649144e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.700000000000e+01,0.000000000000e+00,-5.131743858023e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.028535897231e+02,2.545034067595e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.800000000000e+01,0.000000000000e+00,-5.093800549640e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.072016104570e+02,2.548172652719e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
9.900000000000e+01,0.000000000000e+00,-5.039992838123e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.115079036301e+02,2.551658438494e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.000000000000e+02,0.000000000000e+00,-4.982852984606e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.157698856550e+02,2.555182580624e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.010000000000e+02,0.000000000000e+00,-4.908935584033e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.199745466046e+02,2.559044660484e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.020000000000e+02,0.000000000000e+00,-4.824986210908e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.241141048934e+02,2.562916610498e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.030000000000e+02,0.000000000000e+00,-4.739886632230e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.281876710320e+02,2.566585650568e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.040000000000e+02,0.000000000000e+00,-4.669983665654e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.322070282478e+02,2.570233253277e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.050000000000e+02,0.000000000000e+00,-4.602717805403e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.361742217266e+02,2.574042807286e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.060000000000e+02,0.000000000000e+00,-4.521776297601e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.400786468961e+02,2.577467870153e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.070000000000e+02,0.000000000000e+00,-4.440064882067e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.439197064503e+02,2.580711817123e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.080000000000e+02,0.000000000000e+00,-4.364587001639e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.477022340195e+02,2.584094392142e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.090000000000e+02,0.000000000000e+00,-4.287932270411e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.514253161714e+02,2.587552658363e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.100000000000e+02,0.000000000000e+00,-4.188663701949e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.550714173399e+02,2.591173161286e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.110000000000e+02,0.000000000000e+00,-4.078181351710e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.586318412120e+02,2.595029906361e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.120000000000e+02,0.000000000000e+00,-3.965377443580e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.621047098342e+02,2.598942410033e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.130000000000e+02,0.000000000000e+00,-3.865459276482e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.655001069271e+02,2.603116698949e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.140000000000e+02,0.000000000000e+00,-3.766143785438e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.688185184172e+02,2.607084567478e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.150000000000e+02,0.000000000000e+00,-3.643246723179e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.720416299676e+02,2.611211275848e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.160000000000e+02,0.000000000000e+00,-3.530406740832e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.751769157602e+02,2.615016455122e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.170000000000e+02,0.000000000000e+00,-3.407309945851e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.782169239638e+02,2.618732473269e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.180000000000e+02,0.000000000000e+00,-3.279114341024e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.811576271218e+02,2.622479214980e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.190000000000e+02,0.000000000000e+00,-3.162340764771e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.840076502957e+02,2.626009512913e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.200000000000e+02,0.000000000000e+00,-3.043811840845e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.867658884227e+02,2.629593681906e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.210000000000e+02,0.000000000000e+00,-2.913381807489e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.894230598010e+02,2.633542753162e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.220000000000e+02,0.000000000000e+00,-2.764339927089e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.919646182423e+02,2.637608330270e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.230000000000e+02,0.000000000000e+00,-2.606484629176e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.943837619289e+02,2.641723043404e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.240000000000e+02,0.000000000000e+00,-2.461231549521e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.966899987658e+02,2.645578417552e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.250000000000e+02,0.000000000000e+00,-2.311738577694e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,5.988802882146e+02,2.649418756142e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.260000000000e+02,0.000000000000e+00,-2.166192665007e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.009579913782e+02,2.653147534215e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.270000000000e+02,0.000000000000e+00,-2.025536583632e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.029266173632e+02,2.656604598388e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.280000000000e+02,0.000000000000e+00,-1.882401305620e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.047842443576e+02,2.660243918350e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.290000000000e+02,0.000000000000e+00,-1.740713758069e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.065319941582e+02,2.663784104410e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.300000000000e+02,0.000000000000e+00,-1.605401613448e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.081748111993e+02,2.667021623942e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.310000000000e+02,0.000000000000e+00,-1.476688649650e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.097178132002e+02,2.670097863763e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.320000000000e+02,0.000000000000e+00,-1.344740889022e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.111584912601e+02,2.673194348345e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.330000000000e+02,0.000000000000e+00,-1.204001876822e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.124900284321e+02,2.676608976759e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.340000000000e+02,0.000000000000e+00,-1.055243759918e-03,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.137062060421e+02,2.680046615889e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.350000000000e+02,0.000000000000e+00,-9.179895556617e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.148159449269e+02,2.683308280426e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.360000000000e+02,0.000000000000e+00,-7.810804012835e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.158195125320e+02,2.686536839733e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.370000000000e+02,0.000000000000e+00,-6.453327674721e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.167178100602e+02,2.689718578265e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.380000000000e+02,0.000000000000e+00,-5.174079303497e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.175169046313e+02,2.692647266849e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.390000000000e+02,0.000000000000e+00,-3.930381373049e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.182195517920e+02,2.695463804335e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.400000000000e+02,0.000000000000e+00,-2.768967904449e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.188321329572e+02,2.698136614001e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.410000000000e+02,0.000000000000e+00,-1.495018911079e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.193459201732e+02,2.700974111966e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.420000000000e+02,0.000000000000e+00,-1.685503635281e-05,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365191e+09,6.197568427082e+02,2.703834080655e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.430000000000e+02,0.000000000000e+00,1.291182872664e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.200545711639e+02,2.706969865568e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.440000000000e+02,0.000000000000e+00,2.616948445866e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.202494905428e+02,2.709820967709e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.450000000000e+02,0.000000000000e+00,3.985071222794e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.203383130749e+02,2.712708918346e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.460000000000e+02,0.000000000000e+00,5.335052046168e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.203224472157e+02,2.715561500762e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.470000000000e+02,0.000000000000e+00,6.648921210205e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.202046936776e+02,2.718314750293e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.480000000000e+02,0.000000000000e+00,7.770644803765e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161229365190e+09,6.199999527865e+02,2.720719559402e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.490000000000e+02,0.000000000000e+00,8.461568196563e-04,5.130380068327e-04,0.000000000000e+00,0.000000000000e+00,1.161261639101e+09,6.191597664103e+02,2.722997497018e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
1.500000000000e+02,0.000000000000e+00,8.316632561491e-04,5.130380068327e-04,0.000000000000e+00,1.431378570711e+05,1.161261639124e+09,6.163327714328e+02,2.725411947681e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161544841139e+00
