# Observation File: breakthrough_curve.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface-component_concentration
# Region: observation point
# Reduction: point
# Variable: surface-total_component_concentration
# Number of Vectors: 2
# =============================================================================
"time [s]" "surface-component_concentration Tracer1" "surface-component_concentration Tracer2"
5.316000000000e+04 4.808697513883e-01 4.808697513883e-01
5.328000000000e+04 4.424790020040e-01 4.424790020040e-01
5.340000000000e+04 4.050686626090e-01 4.050686626090e-01
5.352000000000e+04 3.689320647521e-01 3.689320647521e-01
5.364000000000e+04 3.343198433893e-01 3.343198433893e-01
5.376000000000e+04 3.014370635437e-01 3.014370635437e-01
5.388000000000e+04 2.704422418105e-01 2.704422418105e-01
5.400000000000e+04 2.414480649888e-01 2.414480649888e-01
5.412000000000e+04 2.145235505344e-01 2.145235505344e-01
5.424000000000e+04 1.896973602383e-01 1.896973602383e-01
5.436000000000e+04 1.669619673796e-01 1.669619673796e-01
5.448000000000e+04 1.462783852008e-01 1.462783852008e-01
5.460000000000e+04 1.275811868738e-01 1.275811868738e-01
5.472000000000e+04 1.107835799160e-01 1.107835799160e-01
5.484000000000e+04 9.578233720943e-02 9.578233720943e-02
5.496000000000e+04 8.246242872827e-02 8.246242872827e-02
5.508000000000e+04 7.070123976545e-02 7.070123976545e-02
5.520000000000e+04 6.037230052876e-02 6.037230052876e-02
5.532000000000e+04 5.134848680216e-02 5.134848680216e-02
5.544000000000e+04 4.350468093607e-02 4.350468093607e-02
5.556000000000e+04 3.671990629370e-02 3.671990629370e-02
5.568000000000e+04 3.087896644129e-02 3.087896644129e-02
5.580000000000e+04 2.587363317122e-02 2.587363317122e-02
5.592000000000e+04 2.160343545848e-02 2.160343545848e-02
5.604000000000e+04 1.797610538386e-02 1.797610538386e-02
5.616000000000e+04 1.490773767362e-02 1.490773767362e-02
5.628000000000e+04 1.232271756625e-02 1.232271756625e-02
5.640000000000e+04 1.015346792960e-02 1.015346792960e-02
5.652000000000e+04 8.340061544770e-03 8.340061544770e-03
5.664000000000e+04 6.829738780392e-03 6.829738780392e-03
5.676000000000e+04 5.576364932428e-03 5.576364932428e-03
5.688000000000e+04 4.539855634529e-03 4.539855634529e-03
5.700000000000e+04 3.685593193324e-03 3.685593193324e-03
5.712000000000e+04 2.983851634718e-03 2.983851634718e-03
5.724000000000e+04 2.409243757191e-03 2.409243757191e-03
5.736000000000e+04 1.940199618635e-03 1.940199618635e-03
5.748000000000e+04 1.558482636119e-03 1.558482636119e-03
5.760000000000e+04 1.248746825327e-03 1.248746825327e-03
5.772000000000e+04 9.981366003549e-04 9.981366003549e-04
5.784000000000e+04 7.959289356726e-04 7.959289356726e-04
5.796000000000e+04 6.332164951943e-04 6.332164951943e-04
5.808000000000e+04 5.026294927825e-04 5.026294927825e-04
5.820000000000e+04 3.980935010355e-04 3.980935010355e-04
5.832000000000e+04 3.146201126866e-04 3.146201126866e-04
5.844000000000e+04 2.481272294992e-04 2.481272294992e-04
5.856000000000e+04 1.952857621605e-04 1.952857621605e-04
5.868000000000e+04 1.533896333323e-04 1.533896333323e-04
5.880000000000e+04 1.202461533400e-04 1.202461533400e-04
5.892000000000e+04 9.408405873993e-05 9.408405873993e-05
5.904000000000e+04 7.347674843736e-05 7.347674843736e-05
5.916000000000e+04 5.727850506398e-05 5.727850506398e-05
5.928000000000e+04 4.457173990902e-05 4.457173990902e-05
5.940000000000e+04 3.462354002407e-05 3.462354002407e-05
5.952000000000e+04 2.685002103634e-05 2.685002103634e-05
5.964000000000e+04 2.078719561480e-05 2.078719561480e-05
5.976000000000e+04 1.606725392491e-05 1.606725392491e-05
5.988000000000e+04 1.239931843966e-05 1.239931843966e-05
6.000000000000e+04 9.553881636144e-06 9.553881636144e-06
6.012000000000e+04 7.350262454108e-06 7.350262454108e-06
6.024000000000e+04 5.646527331572e-06 5.646527331572e-06
6.036000000000e+04 4.331415764557e-06 4.331415764557e-06
6.048000000000e+04 3.317890333971e-06 3.317890333971e-06
6.060000000000e+04 2.537998663741e-06 2.537998663741e-06
6.072000000000e+04 1.938791408466e-06 1.938791408466e-06
6.084000000000e+04 1.479087596567e-06 1.479087596567e-06
6.096000000000e+04 1.126917826291e-06 1.126917826291e-06
6.108000000000e+04 8.575081379525e-07 8.575081379525e-07
6.120000000000e+04 6.516939369177e-07 6.516939369177e-07
6.132000000000e+04 4.946750531240e-07 4.946750531240e-07
6.144000000000e+04 3.750407022480e-07 3.750407022480e-07
6.156000000000e+04 2.840074529263e-07 2.840074529263e-07
6.168000000000e+04 2.148248909931e-07 2.148248909931e-07
6.180000000000e+04 1.623130006551e-07 1.623130006551e-07
6.192000000000e+04 1.225027682485e-07 1.225027682485e-07
6.204000000000e+04 9.235750147102e-08 9.235750147102e-08
6.216000000000e+04 6.955713089864e-08 6.955713089864e-08
6.228000000000e+04 5.233155580278e-08 5.233155580278e-08
6.240000000000e+04 3.933210487325e-08 3.933210487325e-08
6.252000000000e+04 2.953256096847e-08 2.953256096847e-08
6.264000000000e+04 2.215307450165e-08 2.215307450165e-08
6.276000000000e+04 1.660176519348e-08 1.660176519348e-08
6.288000000000e+04 1.242996934096e-08 1.242996934096e-08
6.300000000000e+04 9.297995774532e-09 9.297995774532e-09
6.312000000000e+04 6.948961312751e-09 6.948961312751e-09
6.324000000000e+04 5.188828014246e-09 5.188828014246e-09
6.336000000000e+04 3.871193425735e-09 3.871193425735e-09
6.348000000000e+04 2.885717906977e-09 2.885717906977e-09
6.360000000000e+04 2.149330967913e-09 2.149330967913e-09
6.372000000000e+04 1.599557911225e-09 1.599557911225e-09
6.384000000000e+04 1.189461922283e-09 1.189461922283e-09
6.396000000000e+04 8.838152653880e-10 8.838152653880e-10
6.408000000000e+04 6.562043867253e-10 6.562043867253e-10
6.420000000000e+04 4.868436964033e-10 4.868436964033e-10
6.432000000000e+04 3.609264342182e-10 3.609264342182e-10
6.444000000000e+04 2.673820670474e-10 2.673820670474e-10
6.456000000000e+04 1.979410268637e-10 1.979410268637e-10
6.468000000000e+04 1.464315254318e-10 1.464315254318e-10
6.480000000000e+04 1.082514105270e-10 1.082514105270e-10
